datetime,temp,humidity,rain
2026-05-13T10:00,33.0,64,0.0
2026-05-13T11:00,33.3,63,0.0
2026-05-13T12:00,33.6,62,0.0
2026-05-13T13:00,33.7,61,0.0
2026-05-13T14:00,33.7,60,0.0
2026-05-13T15:00,33.5,58,0.0
2026-05-13T16:00,32.7,63,0.0
2026-05-13T17:00,31.9,66,0.0
2026-05-13T18:00,30.8,75,0.0
2026-05-13T19:00,30.5,76,0.0
2026-05-13T20:00,30.4,78,0.0
2026-05-13T21:00,30.2,78,0.0
2026-05-13T22:00,30.0,80,0.0
2026-05-13T23:00,29.7,83,0.0
2026-05-14T00:00,29.6,83,0.0
2026-05-14T01:00,29.4,84,0.0
2026-05-14T02:00,29.4,83,0.0
2026-05-14T03:00,29.4,83,0.0
2026-05-14T04:00,29.1,83,0.0
2026-05-14T05:00,28.8,84,0.0
2026-05-14T06:00,29.4,81,0.0
2026-05-14T07:00,30.2,76,0.0
2026-05-14T08:00,31.2,71,0.0
2026-05-14T09:00,32.2,68,0.0
2026-05-14T10:00,33.2,65,0.0
2026-05-14T11:00,34.0,62,0.0
2026-05-14T12:00,34.2,60,0.0
2026-05-14T13:00,34.2,57,0.0
2026-05-14T14:00,33.9,57,0.0
2026-05-14T15:00,33.3,60,0.0
2026-05-14T16:00,32.4,65,0.0
2026-05-14T17:00,31.6,71,0.0
2026-05-14T18:00,31.1,74,0.0
2026-05-14T19:00,30.6,78,0.0
2026-05-14T20:00,30.2,80,0.0
2026-05-14T21:00,30.0,81,0.0
2026-05-14T22:00,29.8,82,0.0
2026-05-14T23:00,29.7,82,0.0
2026-05-15T00:00,29.6,82,0.0
2026-05-15T01:00,29.6,82,0.0
2026-05-15T02:00,29.6,81,0.0
2026-05-15T03:00,29.5,81,0.0
2026-05-15T04:00,29.5,81,0.0
2026-05-15T05:00,29.6,80,0.0
2026-05-15T06:00,30.1,77,0.0
2026-05-15T07:00,30.9,73,0.0
2026-05-15T08:00,31.6,70,0.0
2026-05-15T09:00,32.3,67,0.0
2026-05-15T10:00,33.0,64,0.0
2026-05-15T11:00,33.7,62,0.0
2026-05-15T12:00,34.0,59,0.0
2026-05-15T13:00,34.2,55,0.0
2026-05-15T14:00,34.2,54,0.0
2026-05-15T15:00,33.8,54,0.0
2026-05-15T16:00,33.3,55,0.0
2026-05-15T17:00,32.6,58,0.0
2026-05-15T18:00,31.8,64,0.0
2026-05-15T19:00,30.9,72,0.0
2026-05-15T20:00,30.1,79,0.0
2026-05-15T21:00,29.8,82,0.0
2026-05-15T22:00,29.5,84,0.0
2026-05-15T23:00,29.4,85,0.0
2026-05-16T00:00,29.2,86,0.0
2026-05-16T01:00,29.0,87,0.0
2026-05-16T02:00,28.9,87,0.0
2026-05-16T03:00,28.8,87,0.0
2026-05-16T04:00,28.7,87,0.0
2026-05-16T05:00,28.9,85,0.0
2026-05-16T06:00,29.6,80,0.0
2026-05-16T07:00,30.6,74,0.0
2026-05-16T08:00,31.5,69,0.0
2026-05-16T09:00,32.3,66,0.0
2026-05-16T10:00,33.0,64,0.0
2026-05-16T11:00,33.5,62,0.0
2026-05-16T12:00,33.1,60,0.0
2026-05-16T13:00,32.8,61,0.0
2026-05-16T14:00,32.5,63,0.0
2026-05-16T15:00,32.0,65,0.0
2026-05-16T16:00,31.5,67,0.0
2026-05-16T17:00,31.1,69,0.0
2026-05-16T18:00,30.8,71,0.0
2026-05-16T19:00,30.4,73,0.0
2026-05-16T20:00,30.0,75,0.0
2026-05-16T21:00,29.7,77,0.0
2026-05-16T22:00,29.4,78,0.0
2026-05-16T23:00,29.1,79,0.0
